sequence,label
AM LEAVING COMMENT WILL COME BACK AFTER 10 YEARS TO SEE IT,0
Use me as the dislike button 😆,0
You are so Awesome Jb,1
East or west your song is best,1
Your song is very well,1
' like your song,1
"Man, loved JB when he posted this song, however... Now that he' grown up he' just become so ignorant, can' really appreciate his music the same way used to.",0
Legend watched February 2022,1
JUSTIN TE AMO,1
Goood🤩🤩,1
Bro will ask you question do you have girlfriend or not.,1
Love you .baeutifull song,1
The way he caught her jacket was amazing 😍😀,1
Justin Bieber your invited in my village,1
"[Intro: Justin Bieber] Oh, woah Oh, woah Oh, woah [Verse 1: Justin Bieber] You know you love me, know you care Just shout whenever and will be there You want my love, you want my heart And we will never, ever, ever be apart Are we an item? Girl, quit playin' We are just friends, what are you sayin'? Said ""There' another,"" and looked right in my eyes My first love broke my heart for the first time, and was like [Chorus: Justin Bieber] Baby, baby, baby oh Like baby, baby, baby no Like baby, baby, baby oh Thought you' always be mine, mine Baby, baby, baby oh Like baby, baby, baby no Like baby, baby, baby oh Thought you' always be mine, mine [Verse 2: Justin Bieber] Oh, for you would have done whatever And just can' believe we ain' together And want to play it cool, but ' losin' you will buy you anything, will buy you any ring And ' in pieces, baby, fix me And just shake me 'til you wake me from this bad dream ' going down, down, down, down And just can' believe my first love won' be around, and ' like [Chorus: Justin Bieber] Baby, baby, baby oh Like baby, baby, baby no Like baby, baby, baby oh Thought you' always be mine, mine Baby, baby, baby oh Like baby, baby, baby no Like baby, baby, baby oh Thought you' always be mine, mine [Verse 3: Ludacris] (Luda) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily, don' need no Starbucks She made my heart pound, and skip beat when see her in the street and At school on the playground, but really want to see her on the weekend She knows she' got me dazing, because she was so amazin' And now my heart is breakin', but just keep on sayin' [Chorus: Justin Bieber] Baby, baby, baby oh Like baby, baby, baby no Like baby, baby, baby oh Thought you' always be mine, mine Baby, baby, baby oh Like baby, baby, baby no Like baby, baby, baby oh Thought you' always be mine, mine [Outro: Justin Bieber] ' gone, yeah yeah yeah Now ' all gone, yeah yeah yeah Now ' all gone, yeah yeah yeah Now ' all gone, gone, gone, gone, ' gone",1
Supbb song like it,1
"Let see how many people are listening to this masterpiece in Feb,2022.",1
Even Justine got married i am still watching baby,1
Who is listening in 2022 💞,1
Best song❤👌,1
Gege,1
This song is Tash gay garbage,0
This song will never forget,1
My High school days🥺🥺🥺,1
Cool 😎,1
1:15 featuring drake 😎,1
🧡,1
This song never get old still favorite 🥺🖤,1
This song made me MEASURE RULER 📏 😂,1
WHO ELSE IS CONFUSED IF LOOKS MORE LIKE GIRL OR BOY???,1
Still remember this was playing on gta radio 🥲🥲,1
2022❤❤❤❤❤❤❤🇩🇿🇩🇿,1
An the only one listening to this in 2022?,0
When am 5 years old it was my favourite song,1
good song😉😊,1
💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,1
8/2/2022,1
love this song my brother keep on asking me when ' going to stop with this song it' old and nobody' still listening to this song but the song is addictive but don' care,1
this shit slaps ong,0
8th Feb 2022 still love this song? Love from India 🇮🇳,1
Hii anyone in 2022?,0
Superb......,1
' really missing that dislike button 😕,0
Feb 7 2022 and just realized Drake made cameo in this music video 🤣🤣🤣,1
"How many heart for the song, ♥️",1
WEON RICO,1
Today? Who?,0
Yuk,0
"EU TINHA 11 ANOS NESSA EPOCA QUE ESCUTAVA MUSICA ERA FEBRE HOJE (01;55 DA MADRUGADA DE TERCA, 08/02/2022 ESTOU AQUI NOVAMENTE COM 22 ANOS",1
When was 13 have no love Today was 18 also have no love 🥺,0
Wow zero dislikes! Everyone must love this song!,1
like song song so mach🥺💜😭,1
90 kids never forget 🥵,1
Bandar,1
Still my favorite songs 😍 JB ☺️,1
Your' talent is so amazing,1
Still listening this song 😌 Never forget.....,1
Shayne mclendon,1
You have way to much talent at that young,1
this is the most views song in 2010,1
@Blue am watching sound like him bit think :-),1
Feb 8 2022 still listening this sing😍,1
It will be 12 Year of this masterpiece okn February 19❤️❤️❤️❤️❤️❤️,1
Lodi,1
who else thought girl was singing this,1
This is the best song because legend to this like every day,1
Use ke as the dislike button,0
This song came out when was 2 years old ' 13 & ' turning 14 next week,1
GOOOOOOOOOOOOOOOOOOOOOOOO JB,1
"How many somali come here in every new year "" ALLAH bless you 🙏",1
feel so nostalgic,1
🪨🪵🪨🏝,1
master piece pushing like shit,0
Beautiful rap beat for you :,1
Love you song 💕❤️but good vocie 😚😚❣️,1
This shi will forever be bop😌,1
One of my fav Justin songs.,1
2010 🥺 when we used to listen this song on feature phone 🤳🥺🥺🥺😭😭 still best those of our lives 🥺🥺😭😭❤️❤️❤️❤️,1
"2 beer bottles Down, on long drive with Loved One and this Song 💕💖 JUst Perfect Moment!",1
justin really owned the world when this dropped,1
where is dislike 🙄,0
Bro this is the best song juice wrld fans NO ITS NO WORST SONG EVER,1
This song is awesome 👍,1
This song is.........................................................................❤️💯🥰,1
3:21 Was your father thief? Because someone stole the stars from the sky anh put them in your eyes,0
Now now Still watching and listening this one song,1
MY EDUCATIONAL QUALIFICATION IS DIPLOMA IN INFORMATION TECHNOLOGY.,1
Love song music,1
Hino 😍😍 2022😭😭,1
Since 2010 .....3 yakal ......😍😍😍our exercises song in elementary ....😍😍... Lu you justin 4evee rr BELIEVER .....,1
This song never get old. It sounds even better in 2022 !,1
"This song will never be forgotten, and no matter how many times listen to it, it never gets old",1
Its February 2022 Let' see how many legends are listening to this incredible song 🧡,1
nah why tf is drake just chilling in this,0
hi am Sri Lankan have been watching this song for 10 years and no matter how much watch it never get bored My favorite singer is justin 𝕞𝕪 𝕗𝕒𝕒𝕧𝕠𝕦𝕣𝕚𝕥𝕖 𝕤𝕠𝕟𝕘 ❤︎❤︎♡︎♡︎,1
Teen girls in there room be like baby,1
There was 20m dislike 😭🤣🤣🤣🤣,0
"rip dislike button, we liked you more than the like button itself.",1
Boy sounds like girl,1
"This is not just song but time machine for me to look back at my childhood. This shall always have special in my heart. : How were the 2010s like? : The era when very young Justin Bieber had just started. 💗 The 90s kids were living the time of their life. They were the new adults who were seeing the best of both worlds. They were the ones who were making memories and inspiring our generation. 😌 The world was better place... And somewhere silently we 2000s kids were enjoying our childhood too; growing up in that era listening to these wholesome songs and discussing about them in our schools. Today 11 years later, am not that 8 year old kid anymore... 🤧 Never ever in my worst of dreams did ever think, the world would be suffering like this. My heart aches on seeing how our generation is growing up in these difficult pandemic times, unable to even go outside and see the world. 🥺 was born in November 2002 and honestly wish was born 10 years back... just to have witnessed the best of times with my whole consciousness as teen/adult and not as kid. Hoping for the best for everybody! 🧡",1
just came back to give it dislike on my new acc,0
Your are my crush,1
2022🤗😍😘,1
Lucky girl for the Justin,1
Justin bieber is masterpiece in his music every single one is good for us and should thank him because he is changing our lives,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa eu amo essa musica,0
"This song is fabulous ,and always feel cool ,",1
LUH KEL SONG YOU SLOWED+REVERB here,1
Everyday came back to my favourite,1
Great song use to play it all the time.,1
damn boi you are beautiful,1
very deep song🥺,1
' not believe🙏 omg 2670 millions💙 view,1
"💚❤️💛🧡💙💚❤️💛🧡💙❤️ Justin Bieber, All star 🇺🇲 beatiful 2022❤️🧡💛💚❤️💙💚💙🧡💛💚❤️💙💛💚❤️💚❤️💙🧡💛💚❤️🧡💚❤️💚❤️💙💛💚❤️💙🧡💛💚❤️💙🧡💛❤️💛💚❤️💛💚❤️💙💛❤️💙💛❤️💚💙💚💙💙🧡💛💚❤️🧡💛💚🧡💚❤️💙🧡💛💚❤️🧡💛💚",1
😴🔥🔥🔥,0
Love songs from Nepal 🇳🇵,1
And will be there,1
3:39 the best part of the music,1
was 14 years old that time ❤️now ’ 25,1
Likes🖤,1
Amazing even 2022!!,1
like singing nice,1
come here because of nostalgia with this song🥀,1
Daily attendance❤️,1
After 11 years still listening this song.. .,1
My favorite song,1
From India,1
He was 16 in the video guyys😎😎🤯,0
still keep listening this song🥰🥰🥰🥰,1
wish Justin and Selena could be together again😔 This song was made for Selena only-after he went with Hailey,1
only real belieber’ know that thumbnail is changed.,0
This is the song which really fell me better when am upset,1
Understand 0% bcz ' an Indian,0
07/02/2022 SAUDADES DA MINHA INFÂNCIA! 🥺💖,1
"""Who' here in 2022?""Oh please. come here every week.💔💔💔",1
"Omg this isss super ooooo ,,,,",1
Hohooo know JB this song😭😘😘😘,1
2022 But still here😘,1
almost 12 years ago,1
2022 li ke,1
🎸🌹❤,1
am love your Song,1
Justin always hear the song over and over again in day. love you ❤️,1
Woow good 2022 am indonesia gays,1
This is the best songs in my life nice 👍👍👍👍,1
"it, 2022 me ye song kon kon sun rahi he lika karke bataye..❤️❤️❤️❤️❤️",1
07-02-2022 From Vietnamese with Love ❤️❤️❤️,1
TAKE ME BACK TO MY 2012,1
This video makes me realize how old am now lol this came out in like 2010 when was about to go into senior year and Justin was baby…Now he is driving Cummins and full of tattoos 😂😂,1
Love you 3000,1
Honestly whatever they do in the video is such nostalgic of carefree era where could play without worry especially high school work.,1
😲,0
Good vibes 2010,1
"Baby,baby,baby ohhhhhhhhhhhhhhhhhhhh",1
"lt' 2022, let' see how many legends are listening to this masterpiece❤",1
🤩😍🤩😍🤩,1
JB forever♥️2022👏,1
Anyone in 2022 feel like no one like this song no more or not listening to it no more or is rather listen to go down deh,0
decided now,1
Who 2022❤😊?,1
Since the dislike comment is gone. Let this comment be dislike button.,0
This song is very nostalgic and reminds me of the good times. Maybe it' not masterpiece but it' still vibe so stop hating. People really out here insulting those who likes this song just to make them feel superior. Disgusting 🤮,0
Less then 5 seconds in and want to shove rusty screwdriver in my ear,0
Before me and this girl had things going played this song and was finding her and now we arw dating and now we are getting even closer on being engaged to each other,1
now is 2022 and your are best❤️,1
using the dislikes extension just to revisit this,0
Haaaaaaaaaa,0
This is literally the best song Justin Bieber can you tell me can you teach me the best Way to dance,1
God love us so much that He gave his life for us Saturday is the Sabbath day (7th day of the week) because Jesus resurrected on Sunday first day of the week and the Ten Commandments says keep the sabbath day holy by not doing work or activities that are not needed for survival or buying or selling stuff :) God will be with you and bless you give your life to him.😃😃,1
Why do you sing like that 👍👍👍,1
Please like those people who are listening this song in 2022,1
06 / 02 /2022 Today am 24 years old still listen to this sound after 11 years ❤️,1
This song is smooth,1
To Be Honest thought this girl singing at first 😂😂😂,1
new,1
Wow! 20M likes? People must love this song.,1
aaaaaaaaa,1
Id literally rip mans windpipe out of his throat with my teeth if it meant could go back to moddle school when this came out just to hate on him when it was still fun. That and like the world wouldn' suck lol.,0
Who else is listening this masterpiece in 2022,1
Ludachris never disappoints,1
Old school ☺️,1
"this never gets old 2010 video, well its 2022 right now.",1
isaac,1
Where is the dislike man 🤣🤣,0
My favourite song from inter ❤️😘,1
Seeing Drake rooting for this 12 year old boy is the funnies shit ’ve seen all year,1
Opi,1
Just got my heart broken by my first love,1
2011 4k video amezing ♥️,1
"February 2022, Let' see how many people are listening to this masterpiece.",1
' form India,1
"Hello justin, just wanted to say that this video shouldn' have so many dislikes, even though we can' see the dislikes anymore don' care this video is masterpiece the best song have ever heard. Thank you.",1
After YouTube removed dislike button this video literally gain 4 million likes omg,1
1:21 that is Drake xaxa,1
Justin it' cousin Billy wilner white betty white newphew,1
2022❤🔥,1
Bsbd,0
Anna namaste,1
POV: this got recommended on your phone,1
😇😇😎😎😎,1
Can’ believe Justin Beiber has changed this much… feel so nostalgic listening to this masterpiece🥺🥺❤️❤️,1
me in 2022 🥰,1
best song know,1
This Song Is Really Insane 🔥,0
Why did think this was girl singing,1
My first love 💘,1
WHO IS WACHING IT AGAIN AND AGAIN MY SCHOOL TIME MEMORIES 😭 THIS SONG ❤😊,1
My favourite song.,1
😆👋🕪🎵🎶👂👍😍😘,1
This song is very nice wow lovely....love from nepal❤❤❤,1
"1:15 did someone noticed Drake? MF was always on Bieber' side from the beginning! ""Bieber gave Drake break!"" 😂😂😂",1
"It' Feb 6 , 2022. Let' see how many legends are listening to this masterpiece.❤️‍🔥",1
Baby baby baa bee 🐝,1
🖖🖖🖖👏💋💋💋💋💋💋💋💋💋💋💋,1
This song never gets old never felt bore when hear this song!,1
"It' february 2022, let' see how many of them visit to see this MASTERPIECE!",1
Beacon,1
Thanks 🤣😎😎😎,1
remember this was the first English song which encouraged me to listen English songs .....,1
've come back after 5 year to this song. Not song but masterpiece. Still enjoying!!💕💖😍,1
7 February 2022 🔥,0
saw Drake in the vid. Why isn' he featuring,1
This make remember childhood,1
In my drawing competion this song came me draw Justin Bieber master piece,1
This video reached 2 bullion because watch it everyday🤣🤣,1
More views baby,1
am big fan of Justin Bieber. Love his voice. Incredible video,1
February 2022... you still my 'baby' Justin .,1
When it was put online ?,0
"This do be givin us nostalgic vibes, very 2010’",1
like 👍 this 🎧,1
wanted to see the dislike count,0
4.7 comments damn!!,0
Your legend is your still listening to this in 2022,1
My first english song!,1
_damn justin got some moves_,1
1:14 Is he really Drake?,1
am listening to this is 2022 and yes ’ guy love Justin Bieber,1
Oh wow 20m likes,1
Light yagami is that you?,1
think was in 2nd grade when this song came out,1
Lex hates me💔💔💔💔💔,0
It was so cringe but Justin is goddess🌸,1
This song is never old!,1
Imagine his kids😩😩,0
Ill let him have my kids😩😩,0
Hes so cute,1
am back in 2022,1
1:15 is that drake!!?,1
*Justin no longer have to worry about the dislikes now that they had them removed.*,0
Still remember begging my cousin sister to play this song even after listing to this for the 1000th time . Omg really did grow up . Noo still in love with this sonng.actually this the song from where my crush on justin started . genuinely live his work irrespective of what people things . God bless him with happy life !!!!..,1
also need an success in my life,1
Yes it is iconic....,1
Loving the Drake in video,1
Okay but miss when this was the only thing on the radio,0
𝐼 𝑙𝑜𝑣𝑒 𝐽𝑢𝑠𝑡𝑖𝑛 𝑏𝑖𝑒𝑏𝑒𝑟,1
like it good song 😍😍😍😍🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😘😘🥰🥰🥰🥰😍😍😘😘😘😘😘😘😘🥰🥰🥰😍😍😍😍😍😍😍,1
Legend Justin Bieber,1
was one of the people who liked this in 2016,1
hate Justin’ only good song is stay,0
Wasn fan but sounds fine,1
12:23 You really are the perfect man for me.,1
2022 February🥰,1
2:26 Don' Need Starbucks.. Yeah!!,1
February 2022 👀👀👀👀👀,1
Haii back,1
USE ME AS DISLIKE BUTTON,0
from 2022 🥰🥰🥰🥰 this song never get old🥰,1
12 million dislikes by the way.,0
Legend has it this video is the reason YouTube removed the dislike button,0
’ still listen to this Music love it so much 💖💖💖💖💖,1
Are we not going to notice that freaking DRAKE is in the video,0
damm certified hood classic,1
My Love2022,1
"If you told me ten years ago, that in ten years would be intentionally listening to this, would laugh",0
was born in 2011. in 2014-2016 used to put this on my tv and put the volume at 100. Now in February 2022 ' getting depressed as remember all these memories. get extreme nostalgia when listen to this song. am currently 10 Years and 4.5 Months old. 😭😭😭😭😭😭😭😭😭😭😰😰😰😖😖😖.,0
2022😚💗,1
"Love the ""Selena Gomez"" girl lol",1
So talented,1
"Last time have seen that it has 12 million dislikes before the removal of dislike button, can' understand why this masterpiece has this much dislikes, 12 million dislikes are not small thing, think people were mad that time that they given it much dislikes",0
This would never get old. There something about this song 🙌🏻🔥🔥,1
Can we ratio this video,1
"This song won' be forgotten, no matter how many times listen to it , it will never get old",1
Once soyboy always soyboy,1
Let’ see how many legends are tell listening to this masterpiece.❤️😩,1
Its sad these types of music won' ever come back again. This era of music was definitely one of the best🤧,1
very good omg love you❤❤👍👍,1
Make my comment famous! 😁👍🏼,1
2022 anyone hear?,0
butiful song,1
You are so cute justin and you make my heart smile thank you from algeria,1
saw Drake 😏,1
Close your eyes and feel the beat and remember the one you love full Enjoyment thanks mixy for this great remix can get pin 🤗,1
Does anyone know the name of villegas friend ? The girl with white tshirt ?,0
It' 2022 let' see how many legends are listening to this masterpiece!,1
His first love was probably milf,1
This song got hate for no reason😭😭 still love this song and will always love it 💚😭💖,1
Anyone know what the dislike count was before YouTube removed the dislike button,0
yo my sister loves you,1
Wow super guys first time speaking tha song,1
💚💜,1
This song is rubbish,0
want used your one song my YouTube channel ok,1
"this song is pretty new-like and this singer, literaly! WOW!",1
This song is very old😭😭. but amazing🔥🔥,1
was 18 when first time listened this song👌👌,1
How did they turned in 4k 😂,0
He is Gay now 😂,0
this is the justin that know😭😭😭😭😭😭,0
🌼❤️💫,0
😇👍😃❤️Baby,1
really love this song ❤️😍🥰,1
Love it,1
Who from Asia?,0
Oh whoa Oh whoa Oh whoa NEVER GOING TO GIVE YOU UP,1
At this video justin is so clear with no more tattoes and he was looks so fresh and calm and look like very good boy,1
Indian people attandance 🇮🇳🥰,1
He looks like Vlahovic!,1
2022 still hear this song,1
Still listening to this in 2022,1
🥺🥺🥺🥺🥺🥺🥺 need support,0
think saw Drake in this song 1:14🧐,1
Yes ’ still listening to this 👍🏽 remember when this came out… was like 5 or 6 years old,1
Absolute Nostalgia ✌️✌️,1
Wow his voice changed for past 12 years,1
Those who are listening this song in 2022. Hit Like 🎯,1
The fact that this comment section is active even after 11 years shows how good this piece of love is.,1
Children in my basement,1
That' my song you now 🤔🤔🤨🤨,1
You make you make me from my girlfriend broke up with me,0
✨ Baby JB 💖 🥰,1
from the past until now this song is my favorite song♥️,1
BABY BABY BABY OHHHH LIKE BABY BABY BABY NOOOO,1
"Justin' music is pure nostalgia...ahh , still remember how would come home after tired day at school and would literally sing this song at the top of my voice. Every thing was just soo fine . My friends were truly my friends. World was good !",1
Who is still listening to it in 2022?,0
"When was 13, It has my school memories",1
' in love with this song,1
Always be my 1st love💗,1
OOOO BABY BABY AGHHHH SLAYY,0
"Still here, once Beliebers always Beliebers ❤️",1
Legend are still looking in 2022 love this song ❤️❤️❤️❤️,1
From FZ FZ FZ FZ FZ FZ FZ FZ FZ FZ FZ,1
Now ' 7 years old,1
' 7 years old,0
wasn' even born when this video release,1
Who watching 2022 like❤,1
have listen this song so many times but this song is still new for me .this song will never get old ...,1
🇿🇦🇧🇩 Love My South African Wife Nocwaka Ngoqo ❤️❤️ and My Children More Then My Own Life Event can' survive whiteout Them please just tell her to Visit Me Before ❤️ Die,1
"update: today this video gain 12M dislikes, instead 20M likes",1
He is the cool one,1
"The world used to hate him, however we can' deny how talented he is. He' legend ♡Justin Bieber♡",1
What was his age again,0
2023 yes yes hohooo,1
It 2022 and this song is stuck in my head,1
Nice song😇😇😇,1
Justin Dangerous songs,0
"there is no way he' 15 in this video, he looks 12 and sound 9",0
"Ringkasan Lirik Dengarkan Rekaman Lainnya Video Hasil Utama Oh whoa Oh whoa Oh whoa You know you love me, know you care Just shout whenever and will be there You are my love, you are my heart And we will never, ever, ever be apart Are we an item? Girl, quit playing We are just friends, what are you saying? Said, ""There' another"" and look right in my eyes My first love broke my heart for the first time and was like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Oh, for you would have done whatever And just can' believe we ain' together And want to play it cool, but ' losin' you will buy you anything, will buy you any ring And ' in pieces, baby, fix me And just shake me 'til you wake me from this bad dream ' going down, down, down, down And just can' believe my first love won' be around and ' like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Luda! When was 13, had my first love There was nobody that compared to my baby And nobody came between us or could ever come above She had me going crazy Oh, was star-struck She woke me up daily, don' need no Starbucks She made my heart pound It skip beat when see her in the street and At school on the playground but really want to see her on the weekend She knows she got me dazing Because she was so amazing And now my heart is breaking but just keep on saying Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (gone, gone, gone) ' gone",0
’ not lying when said threw up after this watching this whole video,0
justin after datting selena baby baby thought will be mine,1
Mental hospital iPad,0
Nostalgia hits hard,1
Miss old Justin 🙍🏻‍♀️,1
Thought this was fruit cake shit when it came out my senior year but all the girls loved it lol now it’ trip back decade,1
The dislikes are gone,1
Love this song 🖤🔥🎸 2022/2/5,1
want to kill myself whenever hear this song especially whenever see drake,0
This is my friend,1
What’ the song about like is it girl leaving boy then coming back together,1
Mr biber like this song so much,1
He sounded so innocent 😅,0
2022 still watching this music video love you justinnn🥰❤️🎉😍🥺🙊💖💖💖💖💖💖💖💖💖💖💖💖💚💚💚💚💜💙🖤🤍💚🤍💚🤎🤎💙🤍💚🤍💚🤍🖤💚🤍😻❤️❤️❤️💚,1
nostalgia 😣😖💔,1
This lit song you are awesome Justin Bieber ’ your biggest fan 💯💯💯💯,1
"hate this song, my ears started bleeding",0
2.6 Billion 😯 JB is box office 😂,1
2012: This is garbage 2022: Certified hood classic,0
Love the baby baby bay noooo ’ like baby baby baby ohhhhh,1
Comment if you still watch this,1
☔☔🔚💊,0
Nobody did not reply to my cpmment how rude 😭😭,0
this is the best,1
Baby is the greatest song ever since it has no dislikes now.,1
How many real fans still listening in 2024 🇩🇰💵🍊,1
like you Justin Bieber am 29. Years old,1
How had the time pass since we hated this video,0
2023 who' listening 😁,0
It' 2022 and the song has the same popularity till now as well as 2011... Extremely Awesome..... ✌️,1
Like baby 😘,1
"Don' know, how can peoples dislike this video ? Seriously heart touching lyrics atleast for mine",1
WE BE VIBBING!!!,1
Getting back to this song damn,0
listened to this like 17 times in row today-,1
PRAGA.,1
Baby chain,1
Really is love really you love,1
Why is this song just trash and cringe af,0
watch it 2022😁✌️and who watch it 2022 ✌️?,1
"What an great video! it even has zero dislikes, wow!",1
Let' be honest Justin Bieber owned the world for few yrs after the song was released,1
have also like love story,1
Anyone notice drake there,1
That Ludacris free style though. This is 2022 and still on 🔥🔥🔥,0
Who is still listening to this hit in this 2022. This is too hot,0
The best thing to happen to this video is YouTube' decision to remove the dislike option,1
Who wil be come to listling this song 2022 February 🌷🔥❤️,1
Still listening to this song like it gives really good vibe,1
certified hood classsic,1
Fst fav song,1
"' sorry, but this video deserves 100M dislikes",0
Justin Bieber is saw cute and love,1
February 2022 anyone?,0
This song is very nice and beautiful video 👌 Justin 😍,1
was 4 years old when this song release and now ' 14 turning 15 wow time really flies,1
",",1
Legends in 2022 from india jai boss,1
Osum song in the age of 17,1
The best song 🤭🤭,1
This goes hard never gets old,1
message to the future generations. Don' let this song as die,0
who' here after watching Degenerocity hype this masterpiece out of this world,1
🥰🥰🥰🥰🥰from kerala,1
"Rip YouTube search button with ""MOST DISLIKED VIDEO "".",0
Bye selena hi Hailey,1
wish that can sing like this,1
Is anyone listening it in 2022 like me?,0
Hreube HD do fhttrhg lokei first book Birthday 🍰 mustif❤️,1
anyone 2022?,0
Crazy how this song was posted on 2011 & here we are 11 years later in 2022! This song sure does bring back alot of good old memories ❤,1
☁😘😘☁😘😘☁ 😘😘😘😘😘😘😘 😘😘😘😘😘😘😘 ☁😘😘😘😘😘☁ ☁☁😘😘😘☁☁ ☁☁☁😘☁☁☁,1
💍🌹🌹💍🌹🌹💍 🌹🌹🌹🌹🌹🌹🌹 🌹🌹🌹🌹🌹🌹🌹 💍🌹🌹🌹🌹🌹💍 💍💍🌹🌹🌹💍💍 💍💍💍🌹💍💍💍,1
This song is gold never will be old..,1
Going to 12 years~,1
"This song never gets old. No matter how much listen to it, never get bored. ❤️❤️❤️",1
♥️🥺,1
listen to this song today and remember all young memories.lov JB baby,1
Superb song😘😘,1
It' very nostalgic.,1
Still here 💗,1
"too many people who' hate jb but also they are still listening and singing his music, lol",1
Babee<3👶👶,1
2022 do like,1
song is the end,1
232M,1
❤️,1
love justin be bier you are the best,1
👎18M,1
Yoooooooooo 2+ views,1
Justin will be child molster later on in life,1
Feel free to use this comment as the Dislike Button,0
"This lyrical genius would put William Shakespeare to shame, he is genius, Eminem who? only know JB, who revolutionized the world, when aliens visit us, NASA' first action would be to make them listen to this masterpiece, and they' vibe to it harder than Russian man who drank 5 bottles of vodka, ' sure of it, and in fact, when historians hundreds of years in the future would think of the 21st century, the first thing they would think of is Baby by JB, this song was the song that successfully achieved world piece during 2010, and in conclusion, this truly is certified hood classic",1
This mv doesn' have any dislikes it must be good!,1
"It' been 11 years this video released, when we listen to this song for first time, we feel like how beautiful love is, want also lover... But, even after 11 years, You & are still single",1
Now can understand and feel the lyrics.. First used to dance... Now am feeling and listening silently🙂,1
Let' see how many people are listing to this song in 2022:,1
The best 👍,1
Prove your presence 2022 👍💕,1
Love this song ❤️ from Sri Lanka,1
Best for teenagers,1
"Ahh, whenever this comment gets like .. will listen to it againn",1
when the only reason you like is because of Luda,1
Waiting for him to remaster this,0
Oh God as much as used to dislike him Ngl this song is love ❤,1
Does it sounds like your shrieking when try to sing,0
Means old but seriously gold,0
who is loving this masterpeice in 2022?,1
Drake in the music video lol just realized this,1
don' like justin love him evryone else does and this bring memoris,1
Visiting this classic with fresh hatred just to relive old memories during simpler times.,0
Since 2013 And now 2022 ♥still in love with that song 😌 Amazing ✊,1
love songg👍👍👍,1
You are not alone. 🤚🤚🤚 am also listening this 2022.,1
11 year gang,0
Just imagine how many people come here everyday,1
February 2022 - Who Else Keeps Listening to This Song this Month? am just wondering Great Song 👍👍👍,1
thought the amount of dislikes was funny but sucks that can’ see it now 😭,0
love this song but ' the dislike button,0
"Peoples in 2010: "" This song will be nostalgic 10 years later"" Me in 2022: "" So nostalgic 😢😭 """,0
"Even after eleven years, this song is still as fascinating as the first love ;) 2022",1
Nice song 😘😘🥰🥰🥰😍😍😍,1
Iam Since 2004 🥲,1
2022 let' see how many listening on this music. 👉👈,1
Justin Bieber alovior,1
love you and your song ❣️❣️❣️❣️❣️,1
young justin in the house,1
"Wow 20 million likes, everyone must love this song!",1
"wow, this song was better when used to go to my dad' house used to go to his computer to listen to this song",1
2022 gang where you at ?,1
Because was like baby baby baby,1
"2022 Year, Let' See how many legends are listening to this masterpiece 🔥🔥🔥",1
Why Drake is here ? 1:14,1
"Everybody grew up, calmed down and finally came back to acknowledge that this song was actually good",1
Who still listening the sang in 2022?,0
Cannot see how many dislikes this has now,0
2022....... this was made almost 12 years ago,1
"heard it on tik tok and said why don' go and listen to it, it really reminds me of my childhood ✨💜💜",1
Ooooh wow ♥♥♥😍😍😍😊😊,1
love your song in India.,1
Lovely 🎵 😍😍,1
Pov:you are here to see how much dislikes the video got but YouTube removed it,0
miss that time so much,0
Everytime hear this relate with salena baby baby He is looser,1
really love this song coz song makes to be love❤,1
Damn no dislikes must be great song,1
Fir bhi nhi kr rhi thi,0
Yeah!,1
Anybody see this song in 2022🤓🔥,0
11 years later and still hits on mute,1
2022 still watching this❤,1
As you can see this bop because it has no dislikes,1
Its 03/02/2022 still love this song 🔥❤️ have so many memories with this song..,1
TEMAZO CTMRE!!,1
💜💜💜💜💝💝💝💝💝,1
How you learn those moves,1
iconica,1
2022 am back,1
This song is so awesome! 😎🤩🌟,1
Who else has interest in 2222 also 💜,1
Watching from 2022,1
"Oh, for you would have done whatever And just can' believe we ain' together And want to play it cool, but ' losin' you will buy you anything, will buy you any ring",1
Still remembering dislike button 😂😂😂,0
love this song❤❤,1
"It' Feb 2022 and this never gets old, this is masterpiece",1
Friday its friday,1
"That line ""when was 13, have my first love ❤️""",1
