sequence,hf_prediction,hf_predicted_score
There' no use of coming back to this anymore. Dislikes have been removed,0,0.9075797200202942
pam,1,0.8276286125183105
My mom gave me concussion in the tub when was 2 hit my head then she cuddled me,0,0.9347403645515442
song that dominated the whole industry,1,0.7806881070137024
3099.....2021🏃⚡😂,1,0.8687002658843994
Its funny how JBs Rulling the Industry Ever Since the Release of this Song,0,0.797320544719696
Justin Bieber😘,1,0.9917151927947998
"It' funny how alot of people hate on this song,but comes back to it",0,0.9765838384628296
2021 still amazing 🥳,0,0.6007971167564392
Amazing song❤❤❤❤,1,0.9983407258987427
Oo god please make this comment most like one 🏤,1,0.7080931067466736
2023 anyone...?🌚😂😂,1,0.8756067156791687
Legends must listen on Christmas yesterday what about 2022,0,0.5652708411216736
So we are going to ignore the fact that drake was vibin all these time in the video 😂,0,0.88325035572052
Well Done Over 12m Peoples You Guys Did Very Well 🤘,1,0.9961608648300171
"Well, it happened. Go ahead, use me as the dislike button",0,0.9924452304840088
Greetings in advance from 2022🌞,1,0.9819422364234924
' in love with this song. Truly masterpiece❤,1,0.9976975917816162
"was here to see the dislikes but they are gone :,)",0,0.9382506012916565
The music video was little bit cringe though 😬,0,0.9909871816635132
Biggest fen,1,0.527410089969635
Boot,0,0.6340983510017395
"Please guys drop the names of songs with billion views, under my comment, ' visiting them all for their accolades",1,0.9071369767189026
it' 2021 and ' still deeply inlove with this Justin until now,1,0.9896608591079712
Iam reply in 2022,1,0.6037842631340027
DECEMBER 2021,1,0.5411860942840576
1:14 nobody notice any hip hop artist ?,0,0.925569474697113
lol never get tired of this song,1,0.9911805391311646
#bby🖤,0,0.9210945963859558
This video has 2 crore likes think it' really good song :),1,0.9985055923461914
Man dam! came to see dislikes but youtube removed that,0,0.9946654438972473
Like baby baby baby 😊😊,1,0.9960980415344238
From11 2022,1,0.568760097026825
Beutefull song,1,0.9954006671905518
2021😭💜,1,0.5620958805084229
Wow that’ lot of views,1,0.828584611415863
remember loving this song to death as kid,1,0.9878382682800293
before when hate jb gave dislike this song but now changed it,0,0.9889693260192871
want to know the dislike count please..,0,0.9944743514060974
still cannot believe bustin was like 16 when this song was relased damn bustin jieber,1,0.5886808633804321
*why does this sound like something Alvin and the chipmunks would sing XD*,0,0.8019912242889404
Malayali undo guy',0,0.9541320204734802
I Am here from 2021 26 December.,1,0.6064947843551636
Si jomblo,1,0.5930001735687256
never forget (2021),1,0.8627117276191711
Child hood song,0,0.7023733854293823
Justin Bieber love you Justin Bieber is at my house right now Mom what is no it' not,1,0.9931179881095886
How the heck did you get 2b views,0,0.7501173615455627
20M Likes!? People must have really liked this song!,1,0.9822962284088135
oww God ...finnaly it is not the most disliked song on Youtube,0,0.9846287369728088
🎄🎁🎄,1,0.9972227215766907
No one cares about 20m likr but see the 3m dislikes 😞,0,0.9731435775756836
like this song Beautiful❤️❤️❤️❤️,1,0.9980749487876892
Greetings from 2022:),1,0.9679904580116272
That' unbelievable just saw that waka waka has reached 3 billion view' on YouTube thanks you guys for dancing alongside me in video /and song / that brought so much joy into my life,1,0.9903005957603455
Subscribe if you are belieber!💜,1,0.9670844078063965
Merry Christmas & Happy New Year 👍🏼👍🏼👍🏼👍🏼👍🏼👑👑👑👑👑💝💝💝💝💝👑👑👑👑👑❤❤❤❤❤💚💚💚💚💚🔥🔥🔥🔥🔥🌟🌟🌟🌟🌟🍎🍎🍎🍎🍎🎉🎉🎉🎉🎉🎄🎄🎄🎄🎄🌹🌹🌹🌹🌹,1,0.9950047731399536
Any bts army here???,0,0.8157132267951965
got the beiber fever BABY BABY BABY OHHHHH,0,0.9516593217849731
DJ mrinal roast your song badly,0,0.9972275495529175
2022 hi😊😘😊😊,1,0.9977656006813049
Greeting from 2022,1,0.9740189909934998
Ewww,0,0.9960815906524658
Very nice 👌song,1,0.9968686699867249
only just saw that drake is in the video go to 1:21,1,0.5199761390686035
sdds,0,0.7145578861236572
Justin bieber world number 1 singer,1,0.9778518080711365
Wow very nice song!,1,0.9974153637886047
Hoxxpuxuphu,1,0.8064414858818054
1:21 is that fucking drake?,0,0.9679778814315796
Why does this video has high quality??lol This video was published 10 years ago. WHY??,1,0.7468196749687195
20 milion like wow,1,0.9875110387802124
Insane song ever,1,0.6388132572174072
Greetings in 2022,1,0.9727086424827576
Uau 2 billion omg ahahhahahaha,1,0.8189782500267029
sim??,0,0.5971231460571289
"20 million likes and 0 dislikes, people must really love this song",1,0.9837551712989807
Drake’ been in this video?😳,0,0.9845421314239502
When kid gets rejected by Twitch streamer:,0,0.9905841946601868
What the is drake doin😁😁😁😁😂😂😂,0,0.9925543665885925
As,1,0.7621454000473022
Sonia am gay,1,0.5078878998756409
Justin am gay,1,0.5819575786590576
GREETINGS FROM 2021 <3,1,0.9970068335533142
"It' December 26,2021 and still listening of this song.",1,0.5724447965621948
Too bad we can' see the dislikes anymore. Also he sounds like girl.,0,0.9558466672897339
"2,643,851,624 views 3:39 (219 seconds) 579,003,505,656 seconds 9,650,058,427 minutes 160,834,307 hours 6,701,429 days 18,360 years 1836 decades ""One of the most useless informations in 2021""",0,0.9885367751121521
"Damn, no dislikes? This song must have been masterpiece when it was released!",1,0.9828917980194092
How doe sit only have 12m dislikes,0,0.9598079323768616
"No dislikes, always just come here to see dislikes, now unlucky me 😢",0,0.9929601550102234
He looks like 6 and sounds like he’ 10x younger then me and ’ 12,0,0.6227750778198242
This song is uglier then naked mole rat blobfish,0,0.9909205436706543
change that to 12 its nearly 2022,0,0.6329001188278198
use my comment as dislike let' continue the tradition,0,0.995419442653656
💎💎💎💎💎💎💎💎💎,1,0.9980111718177795
Last in 2021 December 💞,0,0.9948776364326477
How many new artists come anh how many song come on trending but this is all masterpiece song of all time ❤️❤️,1,0.9969173073768616
Nostalgia 🤘,1,0.9454147219657898
The real King of Pop Justin Bieber,1,0.9648677706718445
All the legends still here in 2021,1,0.8838080763816833
BABY BABAY BAABYA AHHHHHHHH PODGSJA,0,0.963361918926239
Carter you please call my cell phone and call him back please please,0,0.625503659248352
2022🥂🥰❤️,1,0.9971730709075928
1:06 Came For This,0,0.7357993125915527
Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiii. ................hiiiiiiiiiiiiiiiiiiiiiiiiiiiiii. bro jastin.................,0,0.8202856183052063
Hiiiiiiiiii,0,0.8654201626777649
Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0,0.9185740351676941
"Imagine how good this song was, 0 dislikes after years🤔😯",0,0.566261887550354
Drake 😹😹,0,0.995519757270813
love your song so much your song is the Best,1,0.9970259666442871
When first heard this song on my radio thought girl sang this song but then was surprised when saw the video on yt when it was released.,0,0.534555196762085
well no more competing with youtube rewind about dislikes,0,0.9782042503356934
Merry Christmas you Douche,1,0.9289041757583618
Hiiii beby bro Justin love you,1,0.9976272583007812
🙏🙏🙏🙏🙏💖💖💖💖💞💞💞💞💞💞💓💓💓💓💓💕💕💕💕💕💕💘💘💘💘💘💘💖💖💖💖💖💖💖💖,1,0.9573091864585876
ooaa love you jasten nice song,1,0.9973548054695129
From 2021😀😀,1,0.9806258678436279
Frm 2022,0,0.6033229231834412
It' almost 2022 Indonesia here ❣️,1,0.9960125088691711
love my song,1,0.9959656596183777
😂❤,1,0.996712327003479
How come here the dislike number? 🤨🤔🤔😌,0,0.995176374912262
2021 😂😍🇲🇦,0,0.7908530831336975
who watched 2 billion who liked only 20 million🗿,0,0.8535526990890503
2010 hit song 2022 views check,1,0.7828841209411621
remember when it was 11 hours ago instead of 11 years,0,0.7254825830459595
Legends are watching this song one 2021,1,0.8015070557594299
Dec 25 2021 anyone?,0,0.6354673504829407
Nice 😊👍,1,0.9980483055114746
Please support,1,0.9877141714096069
just scared about this video crossing 20M likes never ever had seen in my utube journey ... ' from tamilnadu ... like to talk tamil in comment ... but hear wish to talk English because of everyone can understand my feelings ... just awesome sir Justin beiber...,1,0.7085269689559937
This song is my favorite song,1,0.9931510090827942
For me this is equvilanet to Rick Roll,1,0.6875810027122498
Very very very nice song,1,0.9970847368240356
25/12/21🍾🎧,1,0.8651857376098633
OMG the sang was like cute baby singing,1,0.9884607195854187
Let dis also rock 2022,0,0.7989665269851685
2021 otw 2022😍🤭,0,0.5486657023429871
Nice song sir ❤️,1,0.998065710067749
Any here listening this song 2022,1,0.689005970954895
Love song❤❤,1,0.9962726831436157
Merry Christmas,1,0.994360089302063
Watching on 25th dec💗🌟,1,0.9930782914161682
this one song keeps me my childhood days remembered . still the same touchy,1,0.9816135764122009
Justin original father langer,1,0.7844891548156738
2021 Justin Bieber new song released 🤔🤔,0,0.9905669689178467
damn Youtube has ruined the dislike race,0,0.988415539264679
Anybody else in 2021 december !!!,1,0.5039120316505432
💓💓 like Justin Bieber 💓💓💓,1,0.9970122575759888
Like If come this year 😁,0,0.9892736673355103
This song went from alive to dead real quick,0,0.9920157194137573
He got record of most disliked video😂,0,0.9964518547058105
Almost 2022. If you still feeling this. Like !,1,0.9665859341621399
happy christmas ❣❣❤,1,0.9981331825256348
Christmas time yass,1,0.9898456335067749
What song without dislike,0,0.8525816202163696
Thanks JB 4K,1,0.9820716381072998
The dislikes came from *ft-ludacris😂,0,0.9941326379776001
Amazing ❣️✌️💯,1,0.9986305236816406
Me looking back at this song after eleven years while the singer had already gotten married,0,0.5836769342422485
LIKE HABIBI HABIBI HABIBI AaAH,1,0.9936807155609131
Carry minaty 280 view 15 like baby song 2.3 view 20 like 🤣🤣🤣,0,0.5709176063537598
fucking love this song,1,0.9967454075813293
"So,is,great,jastieng,bieber",1,0.9974310398101807
Any Indian here like this comments 🇮🇳🇮🇳🇮🇳🙏,1,0.9842111468315125
This song never get old?,1,0.9404903650283813
This song never get old ♥️🥺 This song has my whole childhood 🤍😭,1,0.9948490262031555
MerrY Christmas💕🎅,1,0.996910810470581
This is my childhood song,1,0.9140396118164062
December who seee like now👈👈👈👌,1,0.9925781488418579
If you are reading this merry fucking Christmas.,1,0.9831919074058533
Who listen this song from India 2021,1,0.6950232982635498
Can we go back to the days when this song was the worst thing to ever happen to the planet,0,0.9895553588867188
Greetings from 2022😍,1,0.993037760257721
💖 🥰,1,0.9816840887069702
"After 11 years also, this songs feels special 💕 love you @justin bieber",1,0.9958816766738892
When realize YouTube doesn' show dislikes and this have 11m dislikes,0,0.9769930243492126
"think 12M dislikes because he got his love at the end of song and people don' 🤔🤔 That was like, not relatable to many peoples, Edgy peoples 😶",0,0.9913967847824097
Happy New year in advance,1,0.9968695640563965
Who people' are listen this song in 2022 🔥🔥❤️,1,0.9974322319030762
Yo guys Justin Bieber was like 12_13😅😛👍,1,0.9639195799827576
This song brings back memories of my childhood 🥺,1,0.5328642129898071
zendaya does not like you anymore lol she likes tom holland lmaooooooooo get ratioed,0,0.9948803186416626
12 year old freak,0,0.9597356915473938
Omg it' Light Yagami😍😍,1,0.9967308640480042
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😘😍🤩♥️,1,0.9972792267799377
If are at 2022 suscribe !!!,0,0.7672442197799683
Greetings from December 2021,1,0.9690436124801636
bhiya plis cry matt crow,0,0.9761824607849121
"love it, 💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓.",1,0.9987977147102356
Merry Christmas and happy holidays everyone 💚,1,0.9973976016044617
This videos of all the from 2010,1,0.7540793418884277
guys its almost Christmas!!,1,0.9491612315177917
After 12 years but same energy,1,0.984907865524292
End of 2021 🤐👌🔥,1,0.7632244229316711
Tinashe is in this,1,0.7636697292327881
Wait damn min was that drake? 2:02 why have never noticed this Lol,0,0.605686604976654
My fav song 💖💖,1,0.9980008602142334
Gree ting from 2022 :),1,0.9934320449829102
song sucks,0,0.9923792481422424
let' see how many people are still listeningto this song while celebrating Christmas with their beloved family❤ MERRY CHRISTMAS EVERYONE!!,1,0.9974512457847595
2021 /12/25 marry mas all ... from 🇱🇰 🎶🤭,1,0.895891547203064
Based stop watching,0,0.9848000407218933
Am still watching this :)),1,0.8885733485221863
nice😃😀✌✌✌,1,0.998295247554779
Happy merri Christmas to all who are reading my comment.❤️,1,0.9962574243545532
Baby baby ohhh💗😩🥺,1,0.9746996760368347
did not know that drake is vevo,0,0.7723255157470703
His little sister is so cute,1,0.9899662733078003
Greeting from 2050,1,0.9706605672836304
MERRY CHRISTMAS,1,0.9965643286705017
Wow students quality now knew,1,0.9831247925758362
Nostalgia🗿,1,0.9715374112129211
just relized that Drake is in the video.,1,0.5237180590629578
Merry Christmas❤❤ 25-12-2021,1,0.9975373148918152
was searching “baby” from Eslabon Armado and came to this shyt💀,1,0.9700252413749695
20M likes!,1,0.9821022748947144
Greetings here 2021!??,1,0.9592249393463135
How much did ludicrous get paid for this,0,0.8947012424468994
Still iconic,1,0.9856561422348022
"Nepal from"" 2022 !🇳🇵🇳🇵🇳🇵",1,0.8040952086448669
Future greetings from 2022 ❤ But now YouTube saved this video for hidden dislikes ✌,1,0.8746902942657471
This song got more craze by india Just baby baby uhhhh uhhh,1,0.8780100345611572
Nostalgia for 2012... Yeah boy),1,0.9567469954490662
can’ believe he was 15 when he made this,0,0.7940665483474731
This use to be my fav song in 2012,1,0.9609276056289673
"When was 13, had my first love.. apelpwkcowkfkoakzkckslgkkskxkaowfp",0,0.7542116641998291
love Justin Bieber songs ❤️❤️❤️❤️💗💗❤️💗❤️💗❤️❤️❤️❤️💗❤️❤️💗❤️💗💗💗❤️💗💗💗❤️💗❤️,1,0.9984985589981079
It does not have dislikes at all Damn youtube,1,0.9752506613731384
So young,0,0.8301258683204651
Still here in 2021 almost 2022 with my one year old jamming out,1,0.6936454772949219
Merry Christmas⛄🌲🔥❤,1,0.9973685145378113
like this song since my childhood ❤️😟🥺🍁,1,0.9977995157241821
am leaving this comment so when someone likes it wil be reminded of this amazing song ❤️🙂,1,0.9929330945014954
like this music is so cute and love❤❤❤,1,0.9977113008499146
This is my favourite every day,1,0.9966744184494019
Who still here this masterpiece on one step close to 2022,1,0.980048418045044
wow watchin this on dec 24th 2021 lol wow he was such baby face. oh the nostalga lol,1,0.9055993556976318
there is 12M dislikes on this video,0,0.9970548748970032
Love❤❤❤❤,1,0.99660724401474
think tiktok is far better than this song 🙂🙌,0,0.5460317134857178
The worst song ever 🙂🙃,0,0.9875190854072571
Kkkkkkkkkkkkk,0,0.9823563694953918
NO ME GUSTA,0,0.9739195704460144
Hello yochi from 2021 hi from allmost 2022 🙂,1,0.9487637877464294
OWO ♪ ♬ ヾ(´︶`♡)ﾉ ♬ ♪,1,0.9968746304512024
Kok,1,0.6625087857246399
Jett 1 5 SHURIKEN ACE,0,0.589808464050293
4.700.000 comment/ 20.000.000like/2.600.000.000 visual/11years👑,1,0.9104785919189453
aFrom 2021,1,0.5703011155128479
Came on at the school dance was legendary,1,0.9823495149612427
Everyone on 2021,1,0.7466945648193359
Why is people disliking this don' understand,0,0.9864640235900879
little did you guys know drakes in here <3,1,0.994728147983551
Re gei,1,0.8743816614151001
Is the Best song,1,0.9723851680755615
"0 dislikes wow, such great song",0,0.918807327747345
This song must have been banger because it has no dislikes,1,0.9892258644104004
love how we never noticed the drake was in this video 1:14 1:15,1,0.9907165169715881
"CBSE Class 10 Term 1 Exam 2021: The Central Board of Secondary Education (CBSE) conducted the Term 1 Exams for Class 10 according to the revised pattern successfully. The MCQ-based examination for Class 10 started on 17th November, 2021 with the minor papers. However, the exams for major papers started on 30th November with Social Science. CBSE Term 1 Board Exam for all class 10 papers concluded on 11th December. We have provided here the questions papers of all subjects in PDF. We have also shared the Answer Keys (by experts) for the respective",1,0.9493539333343506
So sad that we can no longer see the dislikes 😭😭,0,0.9930247068405151
20M Likes!!!!!!❤️❤️❤️❤️,1,0.996986985206604
It has no dislike because this song is really good,1,0.9886184334754944
why this song is most disliked song on utube,0,0.9921135902404785
Finally more likes than dislikes,1,0.9896068572998047
bes song ether😍😍😍😍😍,1,0.9956957101821899
"""It' crazy how many people come back to this everyday. This song is legendary""🎸",1,0.9901973009109497
Love from india 👆🤝,1,0.9968371391296387
It' December 24 of 2021 .. happy new year and merry Christmas to all,1,0.9906327724456787
Merry Christmas and Happy New Year guys,1,0.9930787086486816
Unlike,0,0.9492585062980652
Justil oversmarts chil singer 😂😂😂🖕🖕🖕👎👎👎👎👎👎👎,0,0.6072172522544861
Baby baby baby ohhhh like,1,0.9969126582145691
Advance booking for 2022 advance happ new year to all who is seeing my wish 💜,1,0.996791660785675
2021 THE EnD,0,0.5953633785247803
"""Greetings from 2022 😄""",1,0.9204930663108826
love this song 🥰🥰🥰🥰,1,0.9960578083992004
2021 and its the first time that realize there is fckng DRAKE out there LOL,0,0.7941519021987915
😊❤️,1,0.997330367565155
"11 Years , Yea care That Coming 2022 Not So 12 Year O_O",0,0.8164353370666504
AUDIUS TO THE MOON 🚀 🚀🚀 💜💜💜💜💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜,1,0.9840314984321594
love you song,1,0.9858300685882568
"hate to say this, but it keeps getting me so nostalgic",0,0.8163825869560242
Hello 2032 people' from now☺,1,0.9656137228012085
Love you ❣️😘❣️,1,0.9978561997413635
Date 24/12/21 ending 2021,0,0.5515161752700806
2022' masterpiece 💙,1,0.9978642463684082
This is the time when Justin used to call me baby and he wasn' ready to marry hailey.,0,0.835105836391449
Missing someone ❤️❤️,1,0.9917029738426208
Song that can never be forgotten,1,0.9932199716567993
This song it' very nice!!!😘😘😘😘,1,0.9979687333106995
Legend are listening in December 2021,1,0.667708158493042
"Listening this masterpiece in 2021, so nostalgic.",1,0.9723614454269409
Disgusting me,0,0.9972063302993774
Amazing talent appreciate JB he' even married!!!,1,0.9956820607185364
Is there Drake sitting there?,0,0.6513604521751404
baby ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,0.9633431434631348
Only Indian thums up 👍,1,0.9588710069656372
Christmas Eve WOOO,1,0.9973453283309937
Deepak yadav from kusmaul,1,0.7126137018203735
thought there were mean comments about this song,0,0.9930278062820435
This video is older than me… And yet its still worse.,0,0.9872606992721558
heyy 2021😮,0,0.9631354808807373
Listening 98TH Time 😂💖,0,0.9362030625343323
Iam for india,1,0.97900390625
"It' DECEMBER 2021, Let' See how many legends are listening to this masterpiece ♡ This track is so addictive...... ❣️❣️",1,0.9967029094696045
24 December 2021 who lesson this song 🎵 it' legendary,1,0.9750481843948364
Justin is amazing! won´ get bored listening to this song!!!,1,0.9958103895187378
First ❤ song old man,1,0.9972875714302063
Hidden dislike button means nothing BUT rather we must not forget why are we here 🤜💀🤛,0,0.9045443534851074
Why does it have so many dislikes,0,0.9957634806632996
Awww justin as pre teen,1,0.9940074682235718
Love this song🥰🥰🥰🥰,1,0.9944656491279602
Welcome to the most disliked and liked video of Justin.,0,0.9838598966598511
Use my like button as dislike button of the video,0,0.9416909217834473
"Wow, perfect like:dislike ratio. Disgusting….",0,0.7020222544670105
Worst stong,0,0.9939646124839783
👍👍 mansuman,1,0.9971298575401306
like you Justin bieber,1,0.9873866438865662
24 December 2021Here ♥️,1,0.9967955946922302
have come back after years to watch the video and just realized how cringey the mv is - 🚶‍♀️,0,0.9844280481338501
1:14 drake in the background,1,0.5166229009628296
Hello it' 24/12/2021,1,0.903209924697876
Is December 2021 already and thought you will always be mine😒,0,0.9587430953979492
Old is gold and Justin is Platinum/💎 😍😂,1,0.995010495185852
this is the top disliked video on youtube but the youtube changed it 😂,0,0.9950481057167053
After 11 years it' rocked,1,0.9962775111198425
OMG YES BABY😩😩😩,1,0.9837114214897156
grew up with this song !,1,0.9776197671890259
can' believe it! He was such . Good singer when he was 16 years old ONLY,1,0.9856148958206177
"Is it 1am? YES,yes it is am listening to baby on Christmas Eve yep sure am",1,0.9500253796577454
Still know this whole song by heart til this day,1,0.9491427540779114
Wtf is this shit wtf is wrong wit his hair,0,0.985325276851654
"Listen, how many times is not bored 💗",0,0.9781802296638489
love anything JB' song,1,0.9932124018669128
My child hood song 🔥 ' still hre on December 24 Merry Christmas everybody and hppy new Year,0,0.9055492281913757
Let’ see how much legends are still listening to this masterpiece in December 2021!!! 🔥,0,0.5781220197677612
Legends are here in 2021.....this song will never get old its still the masterpiece ✨💜,1,0.995710015296936
This song would be remembered forever,1,0.9938974976539612
"This has no dislikes, the song must be good 😊",1,0.989359438419342
Basic Paul McCartney,1,0.618685245513916
This by far is one of the most annoying yet uplifting songs have ever heard. dance with frown on my face to this and don' know why. 12m Dislike But 1.1b Views?!,0,0.9020487666130066
"its december 2021 , and let us see how many people are listening to this legend even today. Love from India 🇮🇳",1,0.9224601984024048
Greetings from 2022 ❤️@2022,1,0.9980750679969788
When was 8 sing this all day,1,0.8755283951759338
nice❤️,1,0.9980173110961914
2021 December,1,0.5061277151107788
Dec 25 2021 am last here??,0,0.7442853450775146
2022 is coming❤️❤️,1,0.9967433214187622
This song is legend.! (No Cap),1,0.9819311499595642
How old was he,1,0.5371114611625671
Love it 😘😘,1,0.9983610510826111
See you in 2021🙂💔,0,0.7963289022445679
no lie wanted to look and be cool just like beiber when was young lad lol now just cringe,0,0.9903663992881775
"*""Simp 😂""*",0,0.9346186518669128
song when was in elementary school😭,0,0.9900862574577332
wish was there so he can come to me,0,0.7657731175422668
Anybody in 2022 rise your hands,1,0.7692368626594543
Insane song,1,0.544510006904602
Oooop song,1,0.8865553736686707
Song is nice and love song😊,1,0.996696949005127
Hrhe,1,0.8577933311462402
should sing this again now👀,1,0.9844804406166077
It' been almost 11yrs still we are addicted to this song 🎵,1,0.9681209921836853
came here to dislike it again,0,0.9930110573768616
love this song am from india,1,0.9955725073814392
11 years later an still can’ say ludas part,0,0.8082720637321472
Who would dislike this masterpiece bro ?!?,1,0.9804654717445374
greeting from 2022🙃,1,0.9779127240180969
Get life,0,0.580509603023529
just want to go back to this time lol,1,0.9880020022392273
Dude Justin you dang good of getting view 20mill 😳,1,0.9549093842506409
Now no one can know that this used to be the most disliked video on YouTube.,0,0.9869697093963623
cute way to meet your crush,1,0.9885849952697754
Amazing song 🎵 ♥ from Bangladesh 🇧🇩 ❤ last seen2021,1,0.9978189468383789
the song still sounds so fresh,1,0.987929105758667
It' almost 2022 and am still watching this ✓:,1,0.9694531559944153
"11 years? Damn. As much as don’ like this song because of Justin’ pre puberty voice, have to admit it was big song during the late 2000s/early 2010s grew up in.",0,0.9506407380104065
Nah because this song still hits😍🤞🏼,1,0.9861330389976501
All time my favorite song ❤️,1,0.9978997111320496
was apart of the kids who hated this song… ’ ready to admit 11 years later that it wasn’ even that bad.,0,0.9842081665992737
Only one that stills to this in almost 2022,1,0.5341667532920837
' huge fan of your post ❤ 💙 💜 💖 💗 💘 ❤ 💙 💜 💖,1,0.9991125464439392
Don' worry you are not the only one who still listening to this masterpiece,1,0.9907169342041016
"wow, this song has two billion views and twenty million likes, bet its good-",1,0.9925898909568787
why is Drake with those kids?,0,0.932283878326416
💋❤😘🤩,1,0.9971979260444641
was never big Justin Bieber fan....but got to admit this song is catchy,1,0.9456361532211304
Yert,1,0.568192183971405
#Rodrick,1,0.66798335313797
Heard it like 9 years ago,0,0.7209164500236511
know 99% of you aren’ going to see this but hope you have good day and come closer to accomplishing your goals.,1,0.7809540033340454
Such crazy feeling listening back to this song watching the video… kids these days will never know how iconic this song was back in the day,1,0.9079648852348328
Who is from 2022😍😍😍,1,0.994745671749115
Funny story this is the most disliked video on yt,0,0.9960774779319763
"20 million likes, wow people must really love this song !",1,0.9881554841995239
His sweetie pie😍,1,0.99519282579422
Oh remember when this song came out my sister had Crush on JB lol,0,0.6115170121192932
This Song Carries very dear memories to millions of us till this day.,1,0.9774503707885742
love this song omg justin is my idooool ily choke me daddy Saludos de Maturín,1,0.9956044554710388
rip old time,0,0.9688274264335632
use me as dislike button.,0,0.9893580079078674
listen to this in repeat,1,0.6606780886650085
Haaaaaaaay justin bieber,1,0.7102183103561401
love your video,1,0.9980993866920471
This simp has reached his final form,0,0.968902587890625
Hello 2009 people,1,0.8518435955047607
"commented 3 years ago ,6 years and now 🤣",0,0.9925410151481628
meet you again,1,0.9013640284538269
"Is 2021, anyone?",0,0.8691847324371338
My brain just committed suicide,0,0.9935759902000427
"This does still keep getting likes it was at 18 million likes, then 19 million and now 20 million but it has 12 million dislikes",1,0.5510924458503723
Lol watch this is 2021,1,0.5987628698348999
Missing This little Justin..,0,0.9533509612083435
I AM FROM THE FUTURE PLEASE READ There is this app called tiktok and it' going to take this song,1,0.7776606678962708
justin must feel so gay no,0,0.9797941446304321
Anyone else listening to this song in 2021,1,0.5759963393211365
justin must have secretly told youtube to remove dislike count form all videos,0,0.8970063328742981
Sad for dislikes button :(,0,0.9964247345924377
It' Last week of the year 2021. Let' see how many legends are listening to this grand masterpiece 💓😍🔥,1,0.996222198009491
've seen drake in this video,1,0.6077451705932617
Where is our favourite dislike button?,0,0.9912766814231873
"think this is where you stumbled man, do not know why but seems it is..",0,0.8295515179634094
BABY BABY BABY OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0,0.9839277863502502
"buy you anything buy you any ring 💍, who listing this song on December 23 2021🥺🔥",1,0.9503008127212524
feel like the only person that actually likes this song and listens to it,1,0.9750764966011047
Young Justin look good.,1,0.9954638481140137
Love from india ❤️ am biggest fan of uh literally,1,0.9979437589645386
From future Welcome to 2022 😬,0,0.9774057269096375
20 million likes😍,1,0.9934021830558777
Who watching in december 2021,1,0.5337988138198853
RATIO,1,0.5989699959754944
POV you still listen to this masterpiece 🥺,1,0.9271762371063232
You both are Gober,1,0.5232316255569458
You both are,1,0.8644652962684631
Wow 20m likes,1,0.9868379235267639
2010 song 🔥 2021🤡,0,0.9940346479415894
"This song literally gives me vibe whenever listen. Brings back lot of memories of the past. As well as feels like it was yesterday when first listened to it. Do you guys feel the same? Recently got the same feeling from this song: Anyways, keep listening to the music and stay vibing.",1,0.9900122880935669
Drake.. could that be you?,1,0.6176851391792297
this is why there should be dislikes,0,0.9914711117744446
nostalgia with this song,1,0.9911014437675476
Plz tell me who see 2022 new year 👍👍🤔🤔,0,0.9167103171348572
Don' watch this its copy right,0,0.9772792458534241
miss this time,0,0.9813788533210754
huge shoutout for this song🔥🔥🔥,1,0.9980397820472717
Super cute nice dance oo,1,0.9955977201461792
This song reminds me of my childhood ... There is no date for love,1,0.9422059655189514
need colabo with him,1,0.9309602975845337
why no hate number??,1,0.5398873686790466
Use this as dislike button,0,0.9923893213272095
Greetings from 2096,1,0.9576135873794556
Miss face little Justin🥺🥺,0,0.9925169944763184
miss this this king of pop singing,0,0.9627182483673096
Bal,1,0.7173053622245789
miss this little face 😭 so cute 😍😍😍😍😍,1,0.9789051413536072
How they Remaster to 4k from 480p,1,0.6497326493263245
this song is ridiculously catchy.,1,0.9901711344718933
guess everyone just decided to come here today.,1,0.6168202757835388
Love from Varanasi🥰😍🇮🇳,1,0.997939944267273
Always been one of my favourite songs 🥰🥰,1,0.9122838973999023
This song is amizing,1,0.8930678367614746
miss this Justin Bieber 🥲💜,1,0.9858047366142273
like this song very much 😃,1,0.9956899285316467
know that this is one of his masterpiece,1,0.9878026247024536
when you realized drake is in this,0,0.5232844352722168
"this song must be great are not it, 20 million likes and zero dislikes",1,0.9387072920799255
' really like this song so much🥰😎. ' from Cambodia🇰🇭🇰🇭🇰🇭🇺🇸🇺🇸🇺🇸🇨🇦🇨🇦🇨🇦 2021-2022,1,0.9984890222549438
Almost half the world has watched this video. Justin has done sooo well,1,0.9829337000846863
