sequence,label
ohh happy got first crush happy new year two thousand twenty-two,1
one videos got benefits new youtube policy,1
yuoredheartfoldedhands,1
may dream boomsmilingfacewithhearteyesfireworkssparklermushroomsparklesglobeshowingasiaaustraliaglobeshowingeuropeafricanepaltriangularflagcrossedflagsrainbowflagandorraunitedarabemiratesascensionislandafghanistanantiguabarbudaanguillaarmeniaalbania,1
song mine heart mayyglobeshowingasiaaustraliaglobeshowingasiaaustraliaglobeshowingeuropeafricaglobeshowingamericassparklersparklesfireworksfaceblowingakisssmilingfacewithopenhands,1
thirteen years passedbrokenheart still song never gets old running human heartssparkles grow listening justin bieber songs days missingpleadingfaceheadphoneredheart,1
eleven year ago,0
listening two thousand twenty-two,0
05jan2022 youtube already hidden dislike button still song would remain disliked video youtubeplaybutton,0
hi 2022hmm nice,1
fact see dislikes pissing,0
two hundred sixty-five crore viewers wow thumbsupthumbsup,1
know song become likes dislikes video youtube,0
perseveringfaceperseveringfaceperseveringface,0
two thousand twenty-two best trending song greenheart,1
think youtube hide dislike buttun facewithtearsofjoyokhand,0
else hair flip jb haha good times,1
ohoooooooooooooooooooooooooo ohooooooooooooooooooooooooooo,1
ilove song,1
god loved world gave begotten son god jesus christ whoever believes shall perish everlasting life heaven forever ever john three hundred sixteen biblethe rainbowrainbowthrone son god jesus christ tree life revelation four revelation twenty-two bible whoever found written book life cast lake firefirethis second death revelations twenty bible redheart saw new heaven new earth first heaven first earth passed away also sea two john saw holy city new jerusalem coming heaven god prepared bride adorned husband three heard loud voice heaven saying behold tabernacle god men dwell shall people god god four god wipe away every tear eyes shall death sorrow crying shall pain former things passed away five sat throne said behold make things new said write words true faithful redheart six said done alpha omega beginning end give fountain water life freely thirsts seven overcomes shall inherit things god shall son eight cowardly unbelieving abominable murderers sexually immoral sorcerers idolaters liars shall part lake burns fire,1
god loved world gave begotten son god jesus christ whoever believes shall perish everlasting life heaven forever ever john three hundred sixteen biblethe rainbowrainbowthrone son god jesus christ tree life revelation four revelation twenty-two bible whoever found written book life cast lake firefirethis second death revelations twenty bible redheart saw new heaven new earth first heaven first earth passed away also sea two john saw holy city new jerusalem coming heaven god prepared bride adorned husband three heard loud voice heaven saying behold tabernacle god men dwell shall people god god four god wipe away every tear eyes shall death sorrow crying shall pain former things passed away five sat throne said behold make things new said write words true faithful redheart six said done alpha omega beginning end give fountain water life freely thirsts seven overcomes shall inherit things god shall son eight cowardly unbelieving abominable murderers sexually immoral sorcerers idolaters liars shall part lake burns fire,1
remember childhood memories song,1
still beleiber,0
anyone listening masterpiece two thousand twenty-two,1
favourite song,1
loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceringring,0
two hundred thirteen coolsmilingfacewithsunglassessmilingfacewithsunglasses,1
loved since childhood really heart sparklingheartsparklingheartsparklingheart,1
else spotted drake one hundred fourteen,1
song eleven years old every one listining bcos song forever sparklingheartsparklingheart,1
world biggest pop star decadefacescreaminginfearisn insanefireredheart,1
truly masterpieceredheart,1
yo drake,1
well 4th day listen song seven years,1
favorite song still listening thumbsup,1
best justin bieber version,1
two thousand ten,0
tuesday january four two thousand twenty-two somehow comments active,1
damn good thumbsup memories back smilingfacewithhalo,1
sorry justin thought music gay know coming next decade sorry,0
omggg loudlycryingface,0
two thousand twenty-two rollingonthefloorlaughingsmilingfacewithhearteyes,1
remove fangirls stuff song actually bop,1
know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another look right eyes first love broke heart first time like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh,1
came tiktok two thousand twenty-two,1
two thousand twenty-two still,1
pis,1
amazing,1
wow 4k amazing,1
okhandbeatingheartbeatingheart,1
two thousand twenty-two still,1
two thousand twenty-two skull,1
favorite song junior high schol twenty-six till listen song,1
reason song incredibly funny,1
ho two thousand twenty-two,1
fast time runssleepingface,1
redheartthis song played one guy friends today like like heard like like come watch end loved whole class singing facewithtearsofjoyfacewithtearsofjoyit fun high school sophmores even fun high school get kind energy class facewithtearsofjoyfacewithtearsofjoy,1
song twenty million likes,1
january two thousand twenty-two let see many legends listening masterpiecepurpleheart,1
mfmfmf mc,1
mfmfmf,1
two thousand twenty-two still omggggggg loudlycryingface,0
forget song beginning two thousand twenty-two legend facewithtearsofjoy,1
thumbsupgrowingheartgrowingheartdizzydizzydizzy,1
dislikes asking,0
distinctly remember crush girl sixty-seven still open gay asf lipbite,1
fyi saved video cool guy like,1
2b views 20m like 47m comments,1
sisster loves songs,1
hundredpointshundredpointshundredpointshundredpoints,1
justin bieber happy bcoz dislike thumbsdowncount gone,1
love song redheartstarstruckredheart also tin,1
hi justin smilingfacekissingfacewithclosedeyes,1
song still produced better majority music coming days,1
man every time hear song get nostalgia heartsuit,1
four hundred twelve thousand twenty-two let see many legends listening masterpiece twohearts,1
still listening headphone two thousand twenty-two love cloudheartwithribbon beautiful peeps cloudheadphone,1
childhood loudlycryingface,0
like much,1
comments always active,1
ouoooooooooo oo,1
eleven years still masterpiece,1
eleven year,0
love youuuuuuuuuuuuuuuuuuuuuuuuuuuu,1
believe twelve years sitting alone living room hiding coronavirus blasting song loud song,0
jan two thousand twenty-two,1
eleven years song never gets old redheart,1
coming fragrant history anyone still listening two thousand twenty-two,1
song could never head,1
two thousand twenty-two comments backhandindexpointingdownsmilingfacewithhearteyes,1
2022anyone,1
anyone two thousand twenty-two smilingfacewithsunglasses,1
song hits deepest root heart redheart,1
jan two thousand twenty-two present,1
one hundred fifteen took eleven years realize drake video,1
tall yourollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,1
wowpartypopperpartypopperpartypopperpartypopperpartypopperlove india,1
listen everytime sleep stairs four six good old memories,1
faceblowingakisssmilingfacewithhearts2011,1
biggest fun justin,1
song soooo nice,1
womanfeedingbabylightskintone,1
song never get old,1
one favourite song,1
gusano,1
lobeuuuuu,0
two thousand twenty-two koun ye song sun rha like kro,1
songs always amazing redheartredheartredheartredheartredheart,1
like song,1
justin seagull eyes,1
january 2022slightlysmilingfaceslightlyfrowningface,0
nice song ever redheart,1
two thousand twenty-two listen legendary song,1
justin great singer,1
ten years coming back hear masterpiece,1
2022anyoneeyespersonraisinghandbeatinghearttwohearts,1
song many dislike two thousand twenty-two assume song banger,0
dislikes song must good,1
excellent,1
wow amazing songsmilingfacewithhearteyes mind blowing,1
think justin bieber likes read comments alive yetbeamingfacewithsmilingeyes,0
miss 2010s style,0
two thousand twenty-two faceblowingakissredheart,1
two thousand twenty-two wala paring babyfacewithrollingeyes,0
dislike button cryingfacecryingface sad,0
looks little young,0
january 2022let us see many legends listening master pieceredheart,1
really song never gets oldcrossedfingers,1
still listening song two thousand twenty-one justin bieber legend smilingfacewithsmilingeyes,1
two thousand ten guy two thousand twenty-two oh drake,1
nostalgiasmilingfacewithhearteyes,1
legends watching two thousand twenty-two,1
fo people says get success overnight bro making music eight years blew fifteen sk eight years imagine eight years music,0
two thousand twenty-two jan let see many legend listing song,1
two thousand twenty-two eymastered,1
finally nine years,1
let us honest hated song released two thousand twenty-two started like cuz bringing lot memories,1
january forty-two thousand twenty-two loveyou bieber redheartsmilingfacewithhearteyes,1
anybody still hearing song eleven years past,1
eleven years comment section still active,1
belieber redheart beauty beat nine hundred eighty-five million stream youtube let reach one billion stream peaches nine hundred seventy-two million stream spotify let reach one billion stream let make justin bieber first singer world ten songs one billion stream youtube spotify crownfaceblowingakisssmilingfacewithhearteyesloudlycryingface,1
songs favourites songs,1
happy eleven yearssmilingfacewithsmilingeyes like listening song two thousand twenty-two,1
two thousand twenty-two hahabeamingfacewithsmilingeyes,0
see dislikesgrinningfacewithsweat,0
04012022facewithtearsofjoyredheart,1
song still fire still relatable except everything online,1
good broke headphones,1
belieber always beliberredheart 2022smilingfacewithsunglasses,1
legand istill watching two thousand twenty-two,1
nice song smilingfacewithhearts,1
pulled loudlycryingface forty,0
soo nice,1
continues watching two thousand twenty-two,1
dislikes must amazing song,1
best scene ever,1
awe yeah original hated song former butt jokes bad excuse honest,0
eleven year comment active,1
confused girl voice boy voice,0
beebs designed eye candy little girls disgusting,0
girl looks exactly like selena gomez,1
back 2022partyingface,1
unitech zone ten years passed ten years ago looked like,0
voice wow redheart really addicted song,1
eleven years later realized drake video,1
jesus loves died god loved world gave begotten son whoever believes perish everlasting life john three hundred sixteen nkjv force accept becz god even force anyone follow think without creator creation one god created everything us also think god please death one come us god alone judge us special beautiful precious gods child god glory god keep telling jesus love holy spirit without god ntg csc,1
comment section still live two thousand twenty-two redheart,1
best singer world,1
signofthehornssignofthehornssignofthehornssignofthehornssignofthehorns,0
let honest justin bieber owned world days song released,1
let us see else watch masterpiece january two thousand twenty-two,1
song never get old starstruckcrossedfingers,1
4b next year,1
india,1
good thumbsupthumbsupthumbsup,1
going ignore drake,0
see dislikes,0
like song smilingfacewithheartsbouquet,1
looks different voice changed look many likes vid 20m eleven years two thousand twenty-two odd alright,1
song making like twenty years old,1
come february video twelve years old,1
dislike button,0
got admit though kid pipes back day skull,1
gvggg,1
still listening two thousand twenty-two,1
king vocal cords jb,1
love muchh justino,1
listening two thousand twenty-two gaveone like,1
love,1
woooooow amazing justin bieber baby,1
nostalgia gw jir sumpah,1
indian,1
lol two thousand twenty-two,1
nice smilingfacewithheartssmilingfacewithheartssmilingfacewithheartsredheart,1
winkingfacejamaica,1
three made song 14and still love,1
got literal concussion fucking tub two nineteen,0
smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesredheartheartonfire,1
man 16yrs sounding like 9yr old,0
came two thousand twenty-two go watch greatness,1
song masterpiece going live forevercollisionbottlewithpoppingcorkredheart,1
well 3rd day listen song seven years,1
january two thousand twenty-two wish blessed yearredheartredheartthis song brings back alot good memories,1
sanged bf really loved song carries mamoriesslightlyfrowningfacepensivefaceloudlycryingfacecryingface,0
masterpieceredheart,1
two thousand twenty-two daughter still listens,1
january two thousand twenty-two let see many legends still listening masterpiec,1
support ummar riaz proud ummar ummar fifteen winner doctor ummar riaz proud ummar winner trophy big boss fifteen,1
support ummar riaz proud ummar ummar fifteen winner trophy big boss fifteen,1
pov head see drake,1
hear back yet please send 5th 8th july 1st may appropriate schedule,0
listening hit two thousand twenty-two,1
two thousand twenty-two still listening thisupsidedownface,1
use comment dislike button every one likethumbsup one dislikethumbsdown,0
know justin offended video dislikes said one day youtube would pay,0
let guess two thousand twenty-two lol,1
know jan two thousand twenty-two kind miss parts childhood 10yrs ago,0
two thousand twenty-two fourteen,1
listeners song two thousand twenty-two yaa rock,1
indian,1
like 2022redheartunitedstates,1
got girl end maybe song might get crush like going try maybe guys,1
love old justinpleadingfacepleadingfacefrowningfaceredheartredheartredheart,1
bieberfever,1
2565smilingfacewithhearteyespartypopper,1
two thousand twenty-two still big fan song,1
two thousand twenty-two grinningface hundredpoints,1
hey guys maybe try song someone like might work justin,1
use dislike button newmoonface,0
jan 3rd 2022anyone,0
two thousand twenty-two let see eyes many people watch alsoredheartredheartredheartredheart still watching lover song musicalnotemusicalnotemusicalnotemusicalnotemusicalnoteredheartredheartredheartbeamingfacewithsmilingeyes,1
little baby,1
two thousand twenty-two army heart song literally song touches heartredheartredheartthumbsupthumbsup,1
holly wood bolly wood word best song pakistanthumbsup,1
worry one watching two thousand twenty-two watching childhood redheartsmilingfacewithhalohundredpoints,1
love song,1
want see drake looks like twelve years,1
owwwnnn,0
still listening two thousand twenty-two smilingfacewithsmilingeyes,1
two thousand twenty-two cowboyhatfacekissingfacewithclosedeyes,1
best song ever redheart,1
beginning meme content facewithtearsofjoyfacewithtearsofjoy,1
two thousand twenty-two watches song,1
old gold nepalnepalnepalnepal,1
song changed life carrier style,1
two thousand twenty-two going twelve year slightlysmilingfaceslightlysmilingfaceslightlysmilingface,1
baby fav song,1
disliked video disliked got removed comment disliked see many pepole disliked,0
love pleadingfaceheartwitharrow,1
4k smilingfacewithhearteyessmilingfacewithhearteyesheartonfire,1
hi old song,0
know know name friends way nice songsmilingfacewithhearteyes army purpleheartpurpleheart,1
11years passed comment section still active,1
telugu vallu evaraina unnara,1
birthday song love grinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyes,1
new nepali music video,1
love song heartwitharrowheartwitharrowheartwitharrow,1
two thousand twenty-two thinkingfacethinkingfacefirefire,0
brooo ooooooooo,1
nice like,1
probably favorite justin bieber song,1
listening two thousand twenty-two,0
see video 2022smilingfacewithtear,0
two thousand twenty-two still views likes comment osmmm incresing sparklingheartsparklingheart,1
january three two thousand twenty-two still listening masterpiece,1
love song heartsuitredheartheartsuit,1
redheart justinheadphone,1
crazy many people come back everydaythis song legendary,1
two thousand twenty-two,1
fans watching new songs legend watching old songs,1
still watching two thousand twenty-two,1
really like mv gooddddddd,1
enjoying 2022sparklingheart feels like two thousand twenty-two song course facewithtearsofjoyrollingonthefloorlaughingheartsuitheartsuitsmilingfacewithopenhands,1
two thousand twenty-two let see many legends listening masterpiece clinkingbeermugsclinkingbeermugsbeatingheart,1
gat jap,1
use dislike button facescreaminginfear,0
wtf drake bunch kids loudlycryingface,0
best voice thumbsup,1
best song bieber listened starstrucksmilingfacewithhearteyesfire,1
song never gets oldrelievedfacemusicalnotemusicalnotes masterpiecelove indiaredheart jb,1
whose back today january 3rd two thousand twenty-two used love song back,1
1st dislike indiasmilingfacewithsunglasses,0
crazy many people come back every second song legendary,1
fun fact11 years passed comment section still active facewithtearsofjoy,1
2022partypopperpartypopperpartypopper,1
plzredheartredheartredheart,1
song great 21now getting old,1
listening masterpiece two thousand twenty-two well blackcatsend black cats,1
comments section still alive twelve years two thousand twenty-two send black cats blackcat,0
super rose,1
cute hapleadingfacewhiteheartcambodia,1
patel india paras law satish life good bravo,1
crazy asked mom dad,0
pub pearls marine see saw,1
two thousand twenty-two vibes still hundredpoints,1
anyone else come back every months,0
going impossible read every comment,0
sixteen years old time flys,1
love songpurpleheart,1
notice drake,1
best song world beautiful song,1
listening one yr redheart,1
guess video thinkingface,0
like came back see dislikes,0
use new disslike,0
imagine 4k two thousand eleven,1
almost twelve years masterpiece,1
comment first lastredheartegyptunitedstates,1
legend watching 2022redheartfirefire,1
ribbonribbon,1
watch two thousand twenty-two song,1
january two thousand twenty-two let see many people listening masterpiece,1
seeexpressionlessfaceexpressionlessfaceexpressionlessfacefacewithsymbolsonmouth,0
twelve years passed comment section still alive smilingfacewithsunglasses,1
disliked song lol rollingonthefloorlaughing,0
ez ez ez ez noob ez ez ez ez,1
two thousand twenty-two anyone,0
finally hide unliker,0
boy super,1
love song,1
visiting 2022crescentmoonredheart,1
like video much likes much dislikes rewind two thousand eighteen,1
tinasheraisedhand one hundred fourteen time never noticed howfacewithtearsofjoy,0
got caught 4k,0
ohh okay,1
finally youtube showing dislike disliked video facewithtearsofjoy,0
january two thousand twenty-two let us see many legends listening masterpieceyellowheart,1
real voice real life voice horrible zippermouthface,0
hi bro mr justin bieber,1
hii two thousand twenty-two,1
lol facewithtearsofjoy cool,1
three january two thousand twenty-two let see many legends listening masterpiece nice actual reason song famous super cool amazing marketing team authentic views,1
love heartsuitheartsuit,1
redheartredheartredheartredheartredheartsmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglasseswoooooowwwwwloveyougestureloveyougestureloveyougestureloveyougestureloveyougesture speechless smilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassesloveyougestureloveyougestureloveyougestureredheartredheartredheartredheartsmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartskeep jb time come indiaindia smilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassesredheartredheartredheartredheart,1
two thousand twenty-two baby still rocks,1
song nostalogicredheart,1
moonwalk sheesh,1
favourite singer jasteen viber,1
two thousand twenty-two,1
anyone two thousand twenty-two,1
earlier everyone used hate song even like used pretend hate bcoz wanted look cool today song masterpieceredheart,1
two thousand twenty-two anyone herefire,0
love music dance good like part girl playing hard get,1
lol,1
omg iam watching video eleven years,1
one people hate comments enragedface,0
two thousand twenty-two,1
come pakistan,1
lov youuuuu make three beautifull nebs,1
song never gets old smilingfacewithhearteyes sound better 2022it reminds childhood dayssmilingfacewithhearteyesperseveringface,1
jxnc,1
okenragedfaceenragedfaceenragedfaceenragedfacebackhandindexpointingdownsignofthehornssquintingfacewithtonguemusicalnotemusicalnotemusicalnote,0
song overrated,0
mean love,1
justin bieber hate justin bieber,0
song forever heart crossedfingers,1
three hundred twelve thousand twenty-two preeyanka mine redheart,1
two thousand twenty-two smilingfacewithtear,1
song never gets old two thousand twenty-two also twohearts,1
anyone nostalgia song happy new year 2022heartsuitheartsuitheartsuit,1
voice sounded pre puberty lol,0
wait seeing drake music video,0
youtuberemoves dislike count videoohhh yeaa,0
baby baby baby let always bye believe anything anything please,1
baby baby pictures,1
big fanredheart,1
two thousand twenty-two legend heartsuitheartsuit,1
anyone two thousand twenty-two,1
know like love hate song came almost twelve years ago really need stop scouring internet excuses feel old damn reason feel even ten song came pushing twenty worry song new school cafeteria happened serving stuffed crust pizza day gone counting dislikes able tell well used hate song kid account childish girly young ears despite childish understand words even meant passing appreciation time period represented currently ears mlp merch mentioned offhandedly never watched show thought animated well good morals youngest female cousin must psychic forced enough merch finally cave watch necessarily consider show girly girloriented well made girls mind crazy dozen yearsll huh,0
drake,0
filmes velozes tpp ten brasil,1
pov came see dislikes,0
listened jan twenty-two thousand twenty-two wtf feel void suddenly love song course jb nostalgia hit hard,1
song reminds good times,1
justin best redheart,1
dislike,0
listening song two thousand twenty-two,1
sixteen yr two hundred sixty million view like wtf,0
disliked vid yt,0
well uhh,0
2nd day listen masterpiece seven years,1
wow twenty likes must good video,1
get older song loudlycryingface,0
get older,0
cute funny smilingfacewithhearteyes,1
cool song bro,1
senior year high school song came turn thirty-one years old,1
eleven years done two thousand twenty-two started still people come listen beautiful song,1
two thousand ten came watch masterpiece came two thousand twenty-two watch views,1
ogs remember old thumbnail,1
"two million , twelve thousand twenty-two",1
best song hundredpointshundredpointshundredpoints,1
came back check dislikes forgot gone rip,0
listen,0
took long song get,0
time video eight million likes eight million dislikes,0
two thousand twenty-one mark attendance indexpointingup,1
baby bay ouhhhh,0
heard baby song 11years ago single two thousand twenty-two singlegrinningfacewithsweat,1
babypurpleheartheartonfire,1
start two thousand twenty-two listening amazing song blueheartblueheartblueheart,1
drake man,1
hey name lana listen makes remember first kisd,1
long live justin bieberloveyougestureredheartmusicalnotesrainbow,1
raman,1
hands anyone listning two thousand twenty-two raisinghands,1
many legends still listening masterpiece two thousand twenty-two,1
bangladeshbangladeshbangladeshbangladeshbangladesh january two thousand twenty-two,1
great song sure lots dislikes,1
happy new year partypopperpartypopperpartypopperpartypopperredheartredheart2022,1
two thousand twenty-two still watching,1
let see many people listening two thousand twenty-two,1
nicesmilingfacewithsunglassesthumbsup,1
respect everyone involved seriously best piece ever youtube hats well love videos,1
sounds better two thousand twenty-two,1
two thousand twenty-two look listening master piece,1
love songs justin,1
sunday 2january 2022victoryhandlightskintone,1
pov listening two thousand twenty-two,1
replied unitech zone wrong eleven years,0
wow eleven,1
legends watching eleven years facewithtearsofjoy,1
2022how many legends listening songsparklescollision,1
2022rollingonthefloorlaughingrollingonthefloorlaughingfacewithtearsofjoyfacewithtearsofjoy,1
two thousand twenty-two anyone loveyougesture,1
gz,1
got better much,1
old,1
good godawful,0
since drake video facewithspiraleyes,0
moom,1
nyc,1
get tired listening song,0
listen master piece two thousand twenty-two,1
buy canada buy france,1
two thousand twenty-two let see many legends listening masterpieceredheart,1
worry one listening masterpiece january two thousand twenty-two,1
twelve years passedhappy new year 2022who listening masterpiece two thousand twenty-two,1
oiiii,1
looks young thoughloudlycryingfaceloudlycryingface,0
two thousand twenty-two,1
miss,0
first comment two thousand twenty-two beamingfacewithsmilingeyesredheart,1
2022redheartredheartredheartredheartredheartredheart,1
two hundred,1
came dislike video facewithtearsofjoy,0
"two million , twelve thousand twenty-two",1
indian love song,1
youtube feature hiding dislike justin would never know terrible jk love,0
lindoooooooooooooooooooooooo,1
one million likes,1
guy looks like dantdm,0
bts era still belieber listening baby song,1
two thousand twenty-two many legends watching song never gets oldgrinningfacewithsmilingeyes,1
crap pileofpoo,0
want go back ten years meet sweet little teen justin bieberpleadingfaceredheart,1
oh baby still gives butterflies butterfly even 2022redheartsmilingfacewithhearts,1
undertand teen weird grew,0
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmoooo,1
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1
mmmmmmmmmmmmmmmmmmmmm,1
watching two thousand twenty-two like,1
watch two thousand twenty-two smilingfacewithhearteyesfaceblowingakissredheart,1
miss song past two thousand twenty-two,0
karogi song,1
two thousand twenty-two early,0
army purpleheartsmilingfacewithheartspurpleheart,1
january one two thousand twenty-two still,0
two thousand twenty-two,1
see risk grinningfacegrinningfacebeamingfacewithsmilingeyessquintingfacewithtongue addictive,1
anyone two thousand twenty-two,0
eleven years old song still making new fans,1
love song sparklingheartsparklingheart,1
would love sing songs like justin love songs lot love,1
jan two thousand twenty-two let see,1
two thousand twenty-two still listen,1
two thousand twenty-two seeing dislikes deactivated,0
kang firman redheart,1
kuch samajh nahi ara like dhis voice,1
bo,0
song nokia 3110c one gb memory card hiphop childhood memories beamingfacewithsmilingeyespensiveface,1
windfacepurpleheartpurpleheartgrowingheartgrowingheartpurpleheartgrowingheartgrowingheartpurpleheartgrowingheartgrowingheartpurpleheartgrowingheartgrowingheartpurpleheartloveletterribboncrossmarkhollowredcircle,1
windfacepurpleheartpurpleheartpurpleheartpurpleheartpurpleheartgrowingheartgrowingheartgrowingheartgrowingheartgrowingheartswanswanswancrossmarkhollowredcircleloveletterribbon,1
adoro justin bieber,1
hii blackheart,0
anybody watching video two thousand twenty-two,0
friends whatt,1
oohe soooo cute smilingfacewithhearteyes love songs facewithhandovermouthsmilingfacewithsmilingeyesthumbsuplightskintone,1
two thousand twenty-two masterpiece clappinghandssparkles,1
january two thousand twenty-two let see many legends still listening masterpiece blueheartpurpleheartyellowheartgreenheartredheart,1
king bieber song made gurls fall love boys started hating still rules one compares legacy still onnnnheartexclamationheartexclamationheartexclamationheartexclamationheartexclamation,1
hi love songs,1
bieber still rules industry heartexclamationheartexclamationheartexclamation,1
comment section alive forever,1
like song cambodia cambodia fanpleadingfaceredheartredheart,1
song still hits different two thousand twenty-two,1
love hydra redheart,1
2010people came listen song 2022people came see much dislikeviewswinkingfacewithtonguefacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
rip thinking thinkingface dislike infact nineteen million dislike facewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingwinkingfacewithtongue,0
victoryhandsignofthehornsdarkskintone,1
two thousand twenty-two watching droolingface,1
perfect musicdoubleexclamationmarkyour king musician,1
like child like let live life problems justin made mistakes like everyone else like song,1
two thousand twenty-two comments arrived,1
iconic blackheart,1
watching 2022starstruckstarstruckstarstrucksmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
legend listening two thousand twenty-two,1
anyone watching video two thousand twenty-two,0
one watching two thousand twenty-two grinningfacewithsmilingeyessmilingfacewithheartswe still favourite firefaceblowingakiss,1
someone two thousand twenty-two,1
holl,1
"twenty million , two hundred twenty thousand , one hundred two listening legendary song",1
else two thousand twenty-two,1
miss old justin sooo cute,1
believe drake isin video,1
fav song else watching new year two thousand twenty-two,1
jan twenty-two,1
favarit song,1
jan two two thousand twenty-two song never gets old,1
omg twenty million like facewithoutmouthhushedface,0
dude drake,1
song dislike,1
song beautiful smilingfacewithhearteyessmilingfacewithhearteyesfaceblowingakissfaceblowingakissfaceblowingakissstarstruckstarstruckstarstruckstarstruckstarstruck,1
two thousand twenty-two wishes best everone love innercore ny heart,1
january two two thousand twenty-two,1
info justin biber love,1
justin beervalfacewithtearsofjoy,1
whan clean boy,1
wowwwwwwwwwwwwwwwwwwwwwwwww,1
two thousand twenty-two tamo aq,1
song great imagine ms piggy singing skull,1
masterpiece,1
still bad two thousand twenty-two,0
justin bieber sucks singing hes thirteen jeez,0
awakening records music taken,1
hlo justin bieber biggest fanfrom tripura,1
comment section still active right,1
one 2010s songs,1
one worldspotify two january two hundred two like masterpiece baby,1
came check dislikes disappointed,0
attendants two thousand twenty-two startslike,1
came back see dislikes gone forever,0
two thousand twenty-two facewithtearsofjoy,0
downcastfacewithsweatbrokenheartpleadingfaceyellowheartloudlycryingfacefacescreaminginfearsmilingfacewithhearteyesloveyougesturesmilingfacewithhearteyeszanyfaceenragedfacedowncastfacewithsweatnerdfacesmilingfacewithsunglassesyellowheartredheartorangeheartorangeheartorangeheartorangeheartorangeheartorangeheartblueheartblueheartblueheartblueheartbackhandindexpointingrightbackhandindexpointingleft,1
love thissmilingfacewithhearteyesheartwithribbon,1
dislike comment put like dislike video,0
god damn soo many comments,0
even years hit like 1st time smilingfacewithhearteyesredheartredheart,1
good boy,1
lyrics oh whoa oh whoa oh whoa know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another look right eyes first love broke heart first time like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine oh would done whatever believe together want play cool losin buy anything buy ring pieces baby fix shake til wake bad dream going believe first love around like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks made heart pound skip beat see street school playground really want see weekend knows got dazing amazing heart breaking keep saying baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
drak tyra banks facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyleafflutteringinwind,0
two thousand twenty-two anyone twoheartsfirefirefireraisinghands,1
two thousand twenty-two,0
justin bad copy,0
came see girl selena gomez cowboyhatface,1
song brutal even though eleven years old,0
happy new year 2022fireworksfireworksfireworksfireworks,1
two thousand twenty-two listening baby masterpiece never gets old,1
one hundred fourteen none literally notice drake facewithtearsofjoybrokenheart,0
welcome two thousand twenty-two,1
many two thousand twenty-two,1
1st day listen song seven years also happy two thousand twenty-two,1
comment section entire community,1
happy new year two thousand twenty-two two thousand twenty-three two thousand twenty-four till end know come cmmnt section every year,1
justin bieber time stewie griffin voice two thousand twenty-two still listening ghanaunitedstatesredhearthundredpointsfire,1
like dis song much,1
temuski,1
come back song everyday,1
gone,1
fear lose,0
believe,1
trust two thousand twelve 2022redheart let see legends two thousand twenty-two,1
let see many legends come 2022redheart,1
team two thousand twenty-two wow believe,1
song nothing people likes making popular meaning less song,1
baby baby baby oooooooooh baby baby baby nooooooooooooooooh,1
hate treats fans like lyiricsor say,0
oh god two thousand twenty-two still stuck seenoevilmonkey think one get bored masterpiece redhearthighvoltage,1
two thousand twenty-two go happy new year guys,1
eleven years later,1
justin subscriber among rappers,1
love redheart ms janice,1
know old songs jb like one huge impact childhood days feels like whole life back hahahahahaha nostalgic,1
wow song twenty million likes must pretty good,1
favourite song childhood memories biggest smilingfacewithsunglasses,1
